expression,conc,n_words
revolving doors,0.8214285714285714,2
revolving fund,0.475,2
revolving stool,0.925,2
revved up,0.275,2
rewind button,0.7749999999999999,2
RH factor,0.55,2
RH negative,0.5,2
RH positive,0.7749999999999999,2
rhesus factor,0.475,2
rhesus monkey,0.6818181818181818,2
rhesus positive,0.44999999999999996,2
rhetorical device,0.475,2
rhetorical mode,0.4,2
rhetorical question,0.3970588235294118,2
rheumatic fever,0.5454545454545454,2
rheumatoid arthritis,0.7749999999999999,2
rheumatoid factor,0.45833333333333326,2
rhino horn,0.8,2
rhinoceros horn,0.9750000000000001,2
Rhodes scholarship,0.575,2
rhodizonic acid,0.8500000000000001,2
rhomboid protease,0.8500000000000001,2
rhubarb pie,0.875,2
rhubarb plant,0.925,2
rhumb line,0.525,2
rhyme nor reason,0.275,3
rhyme off,0.31666666666666665,2
rhyme or reason,0.2954545454545454,3
rhyming slang,0.15000000000000002,2
rhythm and blues,0.30000000000000004,3
rhythm guitar,0.925,2
rhythm method,0.4,2
rhythm section,0.65,2
rhythmic gymnastics,0.8500000000000001,2
rhythmic pattern,0.5394736842105263,2
rib cage,0.8818181818181818,2
rib cartilage,0.825,2
rib eye,0.7,2
rib joint pliers,0.7749999999999999,3
rib roast,0.675,2
rib-eye steak,0.95,2
rib-tickler,0.475,1
rib-ticklingly funny,0.375,2
ribbed vault,0.575,2
ribeye steak,0.8409090909090908,2
ribonucleic acid,0.675,2
rice beer,0.95,2
rice bowl,0.8409090909090908,2
rice cake,0.95,2
rice chaser,0.4107142857142857,2
rice cooker,0.875,2
rice dumplings,0.925,2
rice flour,1.0,2
rice growing,0.875,2
rice krispies,0.8500000000000001,2
rice milk,0.925,2
rice noodle,0.8500000000000001,2
rice noodles,0.8999999999999999,2
rice paddy,0.8863636363636365,2
rice paper,0.895959595959596,2
rice pilaf,0.8409090909090908,2
rice porridge,0.925,2
rice pudding,0.9170454545454545,2
rice terrace,0.659090909090909,2
rice thresher,0.925,2
rice wine,0.8999999999999999,2
rich and poor,0.375,3
rich colors,0.75,2
rich countries,0.575,2
rich email,0.475,2
rich history,0.4,2
rich kids,0.6,2
rich man,0.65,2
rich nations,0.475,2
rich people,0.5,2
rich person,0.7045454545454544,2
rich soil,0.675,2
rich source,0.30000000000000004,2
rich text,0.525,2
rich variety,0.30000000000000004,2
Richter scale,0.675,2
ricinelaidic acid,0.65,2
ricinoleic acid,0.8409090909090908,2
rid of,0.4545454545454546,2
rid out,0.32499999999999996,2
ridden hard and put away wet,0.35,6
riddle me this,0.25,3
riddle wrapped up in an enigma,0.04999999999999999,6
ride a horse,0.6818181818181818,3
ride bareback,0.675,2
ride bicycle,0.7749999999999999,2
ride down,0.4,2
ride herd,0.4545454545454546,2
ride herd on,0.32499999999999996,3
ride his coattails,0.375,3
ride horseback,0.7749999999999999,2
ride it out,0.31818181818181823,3
ride me,0.475,2
ride off,0.38636363636363635,2
ride on,0.44999999999999996,2
ride on coat-tails,0.2,3
ride on rails,0.31818181818181823,3
ride one's luck,0.2727272727272727,3
ride out,0.44999999999999996,2
ride out the storm,0.44999999999999996,4
ride roughshod,0.35,2
ride roughshod over,0.30000000000000004,3
ride shotgun,0.41666666666666663,2
ride someone's coattails,0.32499999999999996,3
ride tall in the saddle,0.44999999999999996,5
ride the bench,0.25,3
ride the clutch,0.36363636363636365,3
ride the coattails,0.22499999999999998,3
ride the pine,0.2142857142857142,3
ride the rails,0.36363636363636365,3
ride the short bus,0.525,4
ride the wave,0.4545454545454546,3
ride up,0.4545454545454546,2
ride with the punches,0.07500000000000001,4
ridge roll,0.7,2
ridge rope,0.825,2
ridge tent,0.8999999999999999,2
ridge tile,0.75,2
riding boot,0.7749999999999999,2
riding boots,0.8863636363636365,2
riding breeches,0.6363636363636364,2
riding cap,0.8999999999999999,2
riding crop,0.725,2
riding habit,0.55,2
riding halter,0.675,2
riding helmet,0.95,2
riding high,0.38636363636363635,2
riding horse,0.8999999999999999,2
riding lamp,0.590909090909091,2
riding lawn mower,0.8999999999999999,3
riding light,0.5,2
riding master,0.55,2
riding mower,0.9375,2
riding school,0.625,2
riding shotgun,0.43181818181818177,2
riemannian geometry,0.42500000000000004,2
rife with,0.2,2
riff-raff,0.35,1
riffle through,0.44999999999999996,2
rifle ball,0.75,2
rifle butt,0.8181818181818181,2
rifle green,0.65,2
rifle grenade,0.9166666666666667,2
rifle range,0.8999999999999999,2
rifle scope,0.925,2
rifle shot,0.875,2
rifle through,0.4,2
rig out,0.43181818181818177,2
rig out with,0.25,3
rig up,0.525,2
right along,0.25,2
right and left,0.575,3
right and wrong,0.31818181818181823,3
right angle,0.725,2
right arm,0.875,2
right as rain,0.44999999999999996,3
right away,0.827020202020202,2
right before my eyes,0.30000000000000004,4
right brain,0.375,2
right direction,0.25,2
right field,0.5,2
right fielder,0.575,2
right foot,0.8636363636363635,2
right hand,0.8833333333333333,2
right hander,0.75,2
right hemisphere,0.625,2
right honourable,0.13636363636363635,2
right now,0.46875,2
right of abode,0.33333333333333326,3
right of action,0.4,3
right of appeal,0.25,3
right of election,0.359375,3
right of entry,0.35416666666666663,3
right of offset,0.2954545454545454,3
right of re-entry,0.34090909090909105,3
right of reentry,0.34090909090909105,3
right of way,0.31818181818181823,3
right off the bat,0.2763157894736842,4
right oh,0.09999999999999998,2
right on,0.35,2
right on the money,0.275,4
right reverend,0.4,2
right side,0.5227272727272727,2
right side out,0.4444444444444444,3
right side up,0.4852941176470589,3
right smart,0.35,2
right then and there,0.4,4
right thing,0.31818181818181823,2
right to life,0.44999999999999996,3
right to privacy,0.20454545454545447,3
right to vote,0.525,3
right to work,0.33333333333333326,3
right triangle,0.95,2
right turn,0.65,2
right under your nose,0.32499999999999996,4
right up your alley,0.525,4
right well,0.32499999999999996,2
right wing,0.9457070707070707,2
right-angled triangle,0.8,2
right-click on,0.675,2
right-hand,0.925,1
right-hand drive,0.8500000000000001,2
right-hand man,0.625,2
right-handed,0.8409090909090908,1
right-wing,0.30000000000000004,1
"right, left and center",0.44999999999999996,4
rights group,0.4375,2
rights issue,0.36363636363636365,2
rights offering,0.2,2
rigid body dynamics,0.590909090909091,3
rigor mortis,0.75,2
rigors of,0.525,2
rigours of,0.22499999999999998,2
rile up,0.32499999999999996,2
rimmed glasses,0.875,2
ring a bell,0.525,3
"ring a ring o'roses, a pocketful of posies, atishoo, atishoo, all fall down",0.375,13
ring armor,0.625,2
ring around,0.25,2
ring around the rosy,0.525,4
ring back,0.4545454545454546,2
ring bearer,0.8500000000000001,2
ring bell,0.7,2
ring binder,0.9750000000000001,2
ring circuit,0.75,2
ring containment,0.575,2
ring dance,0.825,2
ring disease,0.575,2
ring down the curtain,0.4,4
ring false,0.07500000000000001,2
ring fence,0.7,2
ring fencing,0.6,2
ring finger,0.49343434343434345,2
ring for,0.38636363636363635,2
ring girl,0.8999999999999999,2
ring hollow,0.55,2
ring in,0.22727272727272718,2
ring it up,0.35,3
ring leader,0.35,2
ring mail,0.65,2
ring main,0.4464285714285714,2
ring me,0.475,2
ring of color,0.44999999999999996,3
ring of fire,0.7045454545454544,3
ring off,0.5227272727272727,2
ring off the hook,0.34090909090909105,4
ring one's bell,0.375,3
ring out,0.34090909090909105,2
ring out the old year and ring in the new,0.2,10
ring pull,0.675,2
ring road,0.725,2
ring rot,0.625,2
ring round,0.44999999999999996,2
ring snake,0.825,2
ring someone's bell,0.525,3
ring spanner,0.75,2
ring sting,0.55,2
ring the changes,0.30000000000000004,3
ring the changes on,0.125,4
ring through,0.275,2
ring tone,0.675,2
ring toss,0.7115384615384616,2
ring true,0.35,2
ring up,0.5227272727272727,2
ring vaccination,0.75,2
ring with,0.55,2
ring-a-ring o' roses,0.25,3
ring-fencing,0.625,1
rings a bell,0.5,3
rings true,0.23529411764705888,2
ringside seat,0.6363636363636364,2
rinky-dink,0.31818181818181823,1
rinse down,0.7045454545454544,2
rinse off,0.994949494949495,2
rinse out,0.75,2
riot act,0.44999999999999996,2
riot control operation,0.55,3
riot gear,0.875,2
riot gun,0.8181818181818181,2
riot police,0.8500000000000001,2
riot shield,0.7291666666666666,2
rip apart,0.5681818181818182,2
rip at,0.375,2
rip cord,0.825,2
rip current,0.5833333333333333,2
rip down,0.7749999999999999,2
rip into,0.42500000000000004,2
rip into for,0.25,3
rip into with,0.35,3
rip off,0.8106060606060606,2
rip off the band-aid,0.3076923076923077,4
rip on,0.35,2
rip out,0.8587121212121211,2
rip through,0.625,2
rip to shreds,0.55,3
rip up,0.7954545454545454,2
rip-off,0.30000000000000004,1
rip-off merchant,0.4,2
rip-roaring,0.13636363636363635,1
rip-snorting mad,0.25,2
ripe old age,0.40909090909090895,3
ripe olive,0.925,2
ripen up,0.2954545454545454,2
ripped off,0.2727272727272727,2
ripping bar,0.7954545454545454,2
ripping chisel,0.659090909090909,2
ripple effect,0.42500000000000004,2
ripple mark,0.5454545454545454,2
rise above,0.275,2
rise and shine,0.15000000000000002,3
rise from the ashes,0.25,4
rise to,0.25,2
rise to power,0.4,3
rise to the bait,0.22499999999999998,4
rise to the occasion,0.34090909090909105,4
rise up,0.6402777777777778,2
risedronic acid,0.675,2
rising damp,0.5,2
rising prices,0.55,2
rising slope,0.7045454545454544,2
rising star,0.475,2
rising sun,0.659090909090909,2
rising tide,0.5404040404040404,2
rising tide lifts all boats,0.32499999999999996,5
risk arbitrage,0.525,2
risk assessment,0.525,2
risk averse,0.5227272727272727,2
risk aversion,0.18181818181818182,2
risk capital,0.30000000000000004,2
risk equalisation,0.4772727272727273,2
risk factor,0.34090909090909105,2
risk life and limb,0.275,4
risk management,0.09999999999999998,2
risk of exposure,0.44999999999999996,3
risk of infection,0.44999999999999996,3
risk ratio,0.25,2
risk taker,0.8796717171717172,2
risk threatens,0.22499999999999998,2
risky business,0.20454545454545447,2
risky venture,0.25,2
rite of passage,0.175,3
ritual dance,0.725,2
ritz crackers,0.925,2
river bank,0.9750000000000001,2
river basin,0.8500000000000001,2
river bed,0.8676470588235294,2
river blindness,0.55,2
river boat,0.875,2
river bottom,0.8,2
river boulder,0.7749999999999999,2
river delta,0.7954545454545454,2
river otter,0.9772727272727273,2
riverboat queen,0.725,2
rivet counter,0.7666666666666666,2
roach holder,0.8500000000000001,2
road agent,0.7,2
road apples,0.675,2
road atlas,0.665909090909091,2
road barrier,0.8999999999999999,2
road block,0.75,2
road builder,0.8,2
road closed,0.625,2
road code,0.7272727272727273,2
road consruction sign,0.9545454545454546,3
road construction,0.31060606060606055,2
road crew,0.7727272727272727,2
road digger,0.75,2
road fund license,0.5454545454545454,3
road game,0.8933080808080809,2
road gang,0.7045454545454544,2
road hog,0.7,2
road kill,0.7777777777777777,2
road layer,0.8999999999999999,2
road manager,0.75,2
road map,0.3042929292929293,2
road marker,0.8,2
road mender,0.6363636363636364,2
road movie,0.6136363636363636,2
road pricing,0.575,2
road racer,0.75,2
road racing,0.6818181818181818,2
road rage,0.7717171717171717,2
road roller,0.8500000000000001,2
road runner,0.8999999999999999,2
road sense,0.375,2
road show,0.22613636363636364,2
road sign,0.23042929292929298,2
road surface,0.725,2
road sweeper,0.875,2
road tax,0.5,2
road test,0.9161616161616162,2
road to Damascus,0.32499999999999996,3
road to hell is paved with good intentions,0.4,8
road toll,0.8,2
road train,0.75,2
road trip,0.4772727272727273,2
road warrior,0.5,2
roaming costs,0.43181818181818177,2
roar out,0.6,2
roaring forties,0.35,2
roaring twenties,0.4,2
roast beef,0.8717171717171717,2
roast dinner,0.7727272727272727,2
roast duck,0.825,2
roast lamb,0.8999999999999999,2
roast pork,0.8972222222222224,2
roast turkey,0.9583333333333333,2
roast veal,0.7749999999999999,2
roasted to a turn,0.32499999999999996,4
roasting hot,0.65,2
roasting jack,0.34090909090909105,2
roasting pan,0.825,2
Rob Peter to pay Paul,0.5384615384615384,5
rob the cradle,0.35416666666666663,3
robber baron,0.525,2
robbing peter to pay paul,0.22499999999999998,5
robbing the cradle,0.22727272727272718,3
Robin Hood,0.5,2
robin redbreast,0.8500000000000001,2
robusta coffee,0.875,2
rochelle salts,0.7749999999999999,2
rock 'n' roll,0.475,3
rock 'n' roller,0.55,3
rock along,0.20454545454545447,2
rock and roll,0.6136363636363636,3
rock and roller,0.5227272727272727,3
rock band,0.29696969696969694,2
rock barnacle,0.8500000000000001,2
rock bottom,0.25,2
rock candy,0.8500000000000001,2
rock chick,0.5227272727272727,2
rock climb,0.8,2
rock climber,0.825,2
rock climbing,0.9750000000000001,2
rock concert,0.4150252525252525,2
rock crab,0.75,2
rock cress,0.8571428571428572,2
rock crystal,0.95,2
rock dove,0.8999999999999999,2
rock drill,0.8958333333333333,2
rock face,0.590909090909091,2
rock fever,0.475,2
rock garden,0.7083333333333333,2
rock group,0.311489898989899,2
rock hard,0.6818181818181818,2
rock island,0.7749999999999999,2
rock lobster,0.8409090909090908,2
rock music,0.8330808080808081,2
rock n roll,0.6363636363636364,3
rock n roll musician,0.75,4
Rock of Gibraltar,0.9318181818181821,3
rock on,0.125,2
rock opera,0.7,2
rock outcrop,0.6,2
rock plant,0.8409090909090908,2
rock pool,0.875,2
rock rabbit,0.6166666666666667,2
rock rattlesnake,0.925,2
rock salmon,0.725,2
rock salt,0.8,2
rock sequence,0.575,2
rock snot,0.4642857142857143,2
rock solid,0.4545454545454546,2
rock star,0.6704545454545454,2
rock steady,0.35,2
rock the boat,0.5625,3
rock the house,0.30000000000000004,3
rock up,0.35,2
rock varnish,0.8500000000000001,2
rock wool,0.6470588235294118,2
rocker switch,0.4,2
rocket artillery,0.725,2
rocket base,0.75,2
rocket boat,0.925,2
rocket engine,0.875,2
rocket engineer,0.625,2
rocket firing,0.7749999999999999,2
rocket fuel,0.8500000000000001,2
rocket launcher,0.9108585858585858,2
rocket launching,0.6818181818181818,2
rocket propellant,0.7,2
rocket propellent,0.825,2
rocket range,0.7,2
rocket science,0.42500000000000004,2
rocket scientist,0.7749999999999999,2
rocket ship,0.7727272727272727,2
rocket up,0.42500000000000004,2
rocking chair,0.9053030303030303,2
rocking crib,0.825,2
rocking horse,0.9522727272727273,2
rocks in your head,0.18181818181818182,4
rocks socks,0.525,2
rocky road,0.65,2
rod cell,0.625,2
rod for one's back,0.42500000000000004,4
rodent trap,0.95,2
rodeo clown,0.75,2
rodeo cowboy,0.675,2
rodeo rider,0.8500000000000001,2
roe deer,0.875,2
Roentgen rays,0.575,2
roger that,0.2727272727272727,2
rogue element,0.30000000000000004,2
rogue elephant,0.44999999999999996,2
rogue nation,0.2727272727272727,2
rogue site,0.475,2
rogue state,0.9111111111111111,2
rogue trader,0.35,2
rogues' gallery,0.44999999999999996,2
role model,0.3866161616161616,2
role play,0.4,2
role player,0.44999999999999996,2
role playing,0.4545454545454546,2
role reversal,0.25,2
role-play,0.4772727272727273,1
role-playing,0.5833333333333333,1
role-playing game,0.6,2
roll about,0.38636363636363635,2
roll around,0.525,2
roll back,0.35,2
roll back the years,0.25,4
roll bar,0.65,2
roll by,0.375,2
roll call,0.659090909090909,2
roll down,0.6136363636363636,2
roll film,0.75,2
roll in,0.15000000000000002,2
roll in one's grave,0.07500000000000001,4
roll in the aisles,0.25,4
roll in the hay,0.275,4
roll in wealth,0.25,3
roll neck,0.575,2
roll of honor,0.2727272727272727,3
roll of tobacco,0.8500000000000001,3
roll off,0.22916666666666669,2
roll off the tongue,0.175,4
roll on,0.55,2
roll on!,0.18181818181818182,2
roll one's eyes,0.6842105263157895,3
roll one's own,0.22499999999999998,3
roll out,0.36363636363636365,2
roll out the red carpet,0.22499999999999998,5
roll over,0.3531565656565656,2
roll over and play dead,0.30000000000000004,5
roll over in your grave,0.2727272727272727,5
roll the dice,0.6,3
roll their eyes,0.75,3
roll up,0.8448232323232323,2
roll up one's sleeves,0.5,4
roll up your sleeves,0.5681818181818182,4
roll up!,0.25,2
roll with the punches,0.16666666666666669,4
roll-on roll-off,0.175,2
roll-top desk,0.875,2
roll-up door,0.65,2
rolled biscuit,0.7749999999999999,2
rolled into one,0.2,3
rolled oats,0.8863636363636365,2
roller assembly,0.7749999999999999,2
roller bandage,0.7749999999999999,2
roller bearing,0.575,2
roller bit,0.475,2
roller blading,0.8500000000000001,2
roller blind,0.55,2
roller coaster,0.8003787878787878,2
roller derby,0.7749999999999999,2
roller hockey,0.95,2
roller rink,0.8999999999999999,2
roller shoe,0.9318181818181821,2
roller shutter,0.7749999999999999,2
roller skate,0.9583333333333333,2
roller skater,0.9375,2
roller skates,0.31313131313131315,2
roller skating,0.8,2
roller towel,0.7749999999999999,2
roller-skate,0.925,1
rolling contract,0.5192307692307693,2
rolling hitch,0.6,2
rolling in dough,0.375,3
rolling in it,0.25,3
rolling in money,0.30000000000000004,3
rolling in the aisles,0.375,4
rolling ladder,0.7749999999999999,2
rolling mill,0.7272727272727273,2
rolling paper,0.9545454545454546,2
rolling pin,0.5224747474747475,2
rolling stock,0.475,2
rolling stone,0.5,2
rolling stone gathers no moss,0.16666666666666669,5
rolling wave,0.725,2
rolltop desk,0.8888888888888888,2
roly poly,0.65,2
roly-poly,0.75,1
roly-poly pudding,0.8,2
rom com,0.7,2
romaine lettuce,0.9318181818181821,2
Roman alphabet,0.8,2
roman arch,0.95,2
roman calendar,0.525,2
roman candle,0.875,2
Roman Catholic,0.590909090909091,2
Roman Catholic Church,0.6,3
Roman Catholicism,0.5681818181818182,2
roman clef,0.55,2
Roman cursive,0.625,2
roman empire,0.575,2
Roman law,0.475,2
Roman nose,0.8,2
Roman numeral,0.7045454545454544,2
roman print,0.65,2
romance language,0.22499999999999998,2
Romano cheese,0.8863636363636365,2
romantic movement,0.42500000000000004,2
romantic realism,0.20454545454545447,2
rome was not built in one day,0.07500000000000001,7
Rome wasn't built in a day,0.15000000000000002,6
"Romeo, Romeo, wherefore art thou Romeo?",0.32499999999999996,6
romp ahead,0.32499999999999996,2
romp away,0.175,2
romp home,0.375,2
romp in,0.38636363636363635,2
romp through,0.35,2
romper suit,0.875,2
rood screen,0.44999999999999996,2
roof box,0.7708333333333333,2
roof curb,0.625,2
roof garden,0.8181818181818181,2
roof of the mouth,0.75,4
roof over,0.42500000000000004,2
roof panel,0.8999999999999999,2
roof peak,0.8409090909090908,2
roof rack,0.4901515151515151,2
roof rat,0.4545454545454546,2
roof shingles,0.9750000000000001,2
roof terrace,0.7749999999999999,2
roof tile,0.95,2
roof tree,0.75,2
roof truss,0.8125,2
roofing material,0.875,2
roofing nail,0.925,2
roofing paper,0.925,2
roofing sheet,1.0,2
roofing tile,0.875,2
rooftop antenna,0.825,2
room access,0.42500000000000004,2
room and board,0.65,3
room decorator,0.8636363636363635,2
room divider,0.8,2
room heater,0.8999999999999999,2
room in,0.44999999999999996,2
room key,0.7749999999999999,2
room light,0.75,2
room rate,0.5147058823529411,2
room service,0.6616161616161615,2
room temperature,0.3313131313131313,2
room thermostat,0.8636363636363635,2
room-temperature IQ,0.22499999999999998,2
rooming house,0.7749999999999999,2
rooming-in care,0.4,2
root about,0.275,2
root and branch,0.75,3
root around,0.25,2
root beer,0.88989898989899,2
root beer float,0.8500000000000001,3
root canal,0.8055555555555555,2
root cap,0.625,2
root cause,0.43181818181818177,2
root celery,0.96875,2
root cellar,0.8636363636363635,2
root crop,0.625,2
root directory,0.475,2
root for,0.22727272727272718,2
root ginger,0.9750000000000001,2
root hair,0.95,2
root in,0.2361111111111111,2
root of the problem,0.25,4
root on,0.35,2
root out,0.606439393939394,2
root rot,0.575,2
root system,0.575,2
root to,0.375,2
root up,0.35416666666666663,2
root vegetable,0.8696969696969696,2
root word,0.30000000000000004,2
rooted to the spot,0.2954545454545454,4
rooting reflex,0.42500000000000004,2
rope bridge,0.95,2
rope burn,0.8,2
rope in,0.41666666666666663,2
rope into,0.22499999999999998,2
rope ladder,0.4349747474747475,2
rope off,0.575,2
rope tow,0.95,2
rope up,0.475,2
rope yarn,0.825,2
rorschach test,0.75,2
rosary beads,0.925,2
rose apple,0.8863636363636365,2
rose bed,0.8676470588235294,2
rose bowl,0.8,2
rose bush,0.8999999999999999,2
rose by any other name,0.4,5
rose garden,0.95,2
rose is a rose is a rose,0.31818181818181823,7
rose oil,0.7272727272727273,2
rose petals,0.8999999999999999,2
rose pink,0.8500000000000001,2
rose water,0.75,2
rose window,0.825,2
rose wine,0.7,2
rosé wine,0.9722222222222223,2
rose-colored,0.75,1
rose-colored glasses,0.5681818181818182,2
rosebud cherry,0.8500000000000001,2
rosetta stone,0.725,2
rosy cheeked,0.590909090909091,2
rosy picture,0.25,2
rot away,0.35,2
rot gut,0.5,2
rotary actuator,0.7,2
rotary club,0.725,2
rotary cutter,0.8,2
rotary dial,0.7272727272727273,2
rotary drier,0.725,2
rotary engine,0.8181818181818181,2
rotary joint,0.65,2
rotary motion,0.625,2
rotary press,0.7916666666666667,2
rotary wing,0.7749999999999999,2
rotating joint,0.65,2
rotating shaft,0.8500000000000001,2
rotation time,0.375,2
rotational period,0.30000000000000004,2
rotator cuff,0.8999999999999999,2
rotatory joint,0.925,2
rote learning,0.30000000000000004,2
rotor blade,0.9318181818181821,2
rotor coil,0.8181818181818181,2
rotor shaft,0.9090909090909092,2
rotten apple,0.75,2
rotten apple in a barrel,0.22499999999999998,5
rotten borough,0.5166666666666667,2
rotten teeth,0.8636363636363635,2
rotten to the core,0.175,4
rough and ready,0.25,3
rough and tumble,0.275,3
rough around the edges,0.2,4
rough bristlegrass,0.75,2
rough cider,0.725,2
rough cut,0.44999999999999996,2
rough diamond,0.7115384615384616,2
rough drawing,0.725,2
rough going,0.275,2
rough in,0.4,2
rough it,0.22727272727272718,2
rough justice,0.4545454545454546,2
rough out,0.22499999999999998,2
rough paper,0.725,2
rough pea,0.6,2
rough rider,0.375,2
rough sea,0.6,2
rough sledding,0.675,2
rough sleeper,0.40909090909090895,2
rough surface,0.8636363636363635,2
rough time,0.2727272727272727,2
rough time of it,0.275,4
rough trade,0.30000000000000004,2
rough trot,0.525,2
rough up,0.7190656565656566,2
rough water,0.675,2
rough-and-tumble,0.5,1
rough-skinned newt,0.9615384615384615,2
roughen up,0.25,2
roulette ball,0.825,2
roulette table,0.9583333333333333,2
roulette wheel,0.9448232323232324,2
round and round it goes,0.2,5
round angle,0.65,2
round bone,0.725,2
round bracket,0.65,2
round character,0.42500000000000004,2
round dance,0.6,2
round dancing,0.6,2
round down,0.40909090909090895,2
round hand,0.4545454545454546,2
round note,0.35,2
round number,0.42500000000000004,2
round numbers,0.6363636363636364,2
round of applause,0.8,3
round of drinks,0.525,3
round of golf,0.625,3
round off,0.7401648059542796,2
round on,0.20454545454545447,2
round out,0.35,2
Round Robin,0.4772727272727273,2
round shape,0.8500000000000001,2
round steak,0.7777777777777777,2
round table,0.9712121212121212,2
round the bend,0.25,3
round the clock,0.42500000000000004,3
round the twist,0.25,3
round top,0.275,2
round trip,0.5,2
round up,0.9729532163742689,2
round voice,0.25,2
round window,0.8863636363636365,2
round-bottom flask,0.8999999999999999,2
round-table conference,0.475,2
round-the-clock,0.34090909090909105,1
round-the-clock patrol,0.475,2
round-trip,0.32499999999999996,1
round-trip ticket,0.7,2
roundabout way,0.25,2
roundhouse kick,0.75,2
rounding error,0.475,2
rouse up,0.42500000000000004,2
rout out,0.35,2
rout up,0.275,2
Route 128,0.95,2
Route 66,0.8289473684210527,2
route down,0.35,2
route man,0.5,2
route map,0.7045454545454544,2
route march,0.6363636363636364,2
route one,0.725,2
router plane,0.875,2
routing number,0.5227272727272727,2
row back,0.475,2
row house,0.7954545454545454,2
row of beans,0.8,3
row of bricks,0.8999999999999999,3
rowan tree,0.7749999999999999,2
rowing boat,0.9583333333333333,2
rowing club,0.659090909090909,2
rowing machine,0.95,2
royal 'we',0.22499999999999998,2
Royal Academy,0.7727272727272727,2
Royal Academy of Arts,0.825,4
royal air force,0.7954545454545454,3
Royal Albert Hall,0.8863636363636365,3
royal assent,0.22499999999999998,2
royal blue,0.6,2
royal brace,0.5,2
royal bumps,0.475,2
royal charter,0.7,2
royal commission,0.575,2
royal court,0.8125,2
royal dynasty,0.575,2
royal family,0.6363636363636364,2
royal flush,0.7749999999999999,2
royal highness,0.575,2
royal icing,0.6,2
royal jelly,0.7,2
royal mail,0.590909090909091,2
royal marines,0.875,2
royal mint,0.659090909090909,2
royal navy,0.725,2
royal pain,0.175,2
royal palace,0.8636363636363635,2
royal palm,0.825,2
royal pardon,0.32499999999999996,2
royal prerogative,0.18181818181818182,2
royal progress,0.30000000000000004,2
royal purple,0.8999999999999999,2
royal society,0.4,2
royal stag,0.7,2
royal tennis,0.75,2
royal treatment,0.35,2
royal warrant,0.525,2
royalty check,0.55,2
RSS feed,0.625,2
Rt. Hon.,0.55,2
rub along,0.32499999999999996,2
rub along with,0.36363636363636365,3
rub away,0.6,2
rub down,0.5,2
rub elbows,0.275,2
rub elbows with,0.22499999999999998,3
rub in,0.525,2
rub it in,0.25,3
rub it it,0.2,3
rub off,0.884469696969697,2
rub off on,0.2727272727272727,3
rub off onto,0.275,3
rub out,0.5,2
rub salt in someone's wounds,0.35,5
rub salt in the wound,0.2,5
rub salt into the wound,0.25,5
rub shoulders,0.525,2
rub shoulders with,0.44999999999999996,3
rub someone the wrong way,0.22499999999999998,5
rub someone's fur the wrong way,0.29166666666666663,6
rub someone's nose in something,0.4,5
rub the wrong way,0.2954545454545454,4
rub together,0.65,2
rub up against,0.6363636363636364,3
rub up on,0.36363636363636365,3
rub up the wrong way,0.09999999999999998,5
rubber band,0.8999999999999999,2
rubber bladder,0.525,2
rubber boot,1.0,2
rubber boots,0.95,2
rubber bracelet,0.7954545454545454,2
rubber bullet,0.75,2
rubber bumper,0.8269230769230771,2
rubber cement,0.8999999999999999,2
rubber check,0.44999999999999996,2
rubber clogs,0.8863636363636365,2
rubber dinghy,0.8636363636363635,2
rubber duck,0.875,2
rubber eraser,0.8999999999999999,2
rubber gloves,1.0,2
rubber hits the road,0.25,4
rubber hose,0.925,2
rubber johnny,0.55,2
rubber mallet,0.925,2
rubber mat,0.925,2
rubber match,0.475,2
rubber nipple,0.7,2
rubber plant,0.8999999999999999,2
rubber plantation,0.65,2
rubber raft,0.8181818181818181,2
rubber sandal,0.8863636363636365,2
rubber shoe,0.9772727272727273,2
rubber slippers,0.8,2
rubber sole,0.8541666666666667,2
rubber stamp,0.8858585858585859,2
rubber tapper,0.8409090909090908,2
rubber tire,0.95,2
rubber wiper,0.925,2
rubber wristband,0.8999999999999999,2
rubber-chicken dinner,0.42500000000000004,2
rubber-stamp,0.8,1
rubbing alcohol,0.8863636363636365,2
rubbing elbows with,0.5227272727272727,3
rubbish bin,0.9545454545454546,2
rubbish dump,0.6,2
rubbish heap,0.725,2
rubik cube,0.8409090909090908,2
rubik's cube,0.9545454545454546,2
ruby anniversary,0.55,2
ruby red,0.6,2
ruby slippers,0.7,2
ruby wedding,0.575,2
ruby wedding anniversary,0.4,3
ruck up,0.275,2
rucked up,0.375,2
rudder blade,0.9318181818181821,2
rue the day,0.09210526315789475,3
ruffed grouse,0.6,2
ruffle some feathers,0.18181818181818182,3
ruffle someone's feathers,0.32499999999999996,3
ruffle up,0.475,2
ruffle your feathers,0.175,3
ruffled feathers,0.4,2
rug beater,0.65,2
rug merchant,0.7749999999999999,2
rug pad,0.9583333333333333,2
rug rat,0.6,2
rug up,0.35,2
rugby ball,0.9750000000000001,2
rugby football,0.8999999999999999,2
rugby league,0.65,2
rugby shirt,0.9545454545454546,2
rugby tackle,0.65,2
rugby union,0.6,2
rugged individualism,0.25,2
rule 34,0.38235294117647056,2
rule book,0.55,2
Rule Britannia,0.475,2
rule in,0.15000000000000002,2
rule of evidence,0.2727272727272727,3
rule of law,0.42500000000000004,3
rule of the road,0.32499999999999996,4
rule of three,0.22499999999999998,3
rule of thumb,0.25,3
rule off,0.22499999999999998,2
