expression,conc,n_words
lock yourself away,0.275,3
lock-up option,0.36363636363636365,2
"lock, stock and barrel",0.15000000000000002,4
locker room,0.8017676767676767,2
locker room humor,0.32499999999999996,3
locking pliers,0.625,2
loco weed,0.675,2
locomotive engine,0.8500000000000001,2
locomotive engineer,0.7749999999999999,2
locust pod,0.9750000000000001,2
lodge a complaint,0.39473684210526316,3
lodge complaint,0.43181818181818177,2
lodge in,0.475,2
lodgepole pine,0.875,2
lodging house,0.921875,2
loft bed,0.8999999999999999,2
log boat,0.9090909090909092,2
log book,0.7127525252525253,2
log cabin,0.4866161616161616,2
log down,0.4,2
log flume,0.71875,2
log in,0.32941919191919194,2
log into,0.4772727272727273,2
log line,0.65,2
log off,0.37676767676767675,2
log on,0.5902777777777778,2
log out,0.5227272727272727,2
loggerhead turtle,0.9318181818181821,2
logic analyzer,0.5454545454545454,2
logic bomb,0.28846153846153844,2
logic circuit,0.7749999999999999,2
logic gate,0.5,2
logic operation,0.75,2
logical argument,0.475,2
logical fallacy,0.375,2
logical implication,0.175,2
logical mechanical element,0.46153846153846156,3
logical operation,0.44999999999999996,2
logical positivism,0.25,2
logical proof,0.45833333333333326,2
logical system,0.4,2
logical thinking,0.25,2
logistic curve,0.5,2
logistic support,0.45833333333333326,2
logistics management,0.55,2
logistics network,0.35,2
logwood tree,0.9090909090909092,2
loin cloth,0.875,2
loin of lamb,0.9318181818181821,3
loitering with intent,0.475,3
lol wut,0.30000000000000004,2
lollipop lady,0.675,2
lollipop man,0.65,2
lollipop woman,0.625,2
London broil,0.55,2
London Eye,0.75,2
lone gunman,0.55,2
lone hand,0.32499999999999996,2
lone it,0.2727272727272727,2
lone pair,0.525,2
lone parent,0.6363636363636364,2
lone voice,0.175,2
lone wolf,0.9074494949494949,2
lone-parent family,0.675,2
lonely hearts,0.34090909090909105,2
long ago,0.30000000000000004,2
long and the short of it,0.175,6
long arm,0.8,2
long arm of the law,0.15909090909090912,5
long ball,0.5681818181818182,2
long before,0.4,2
long bone,0.575,2
long chain,0.825,2
long day,0.43181818181818177,2
long distance,0.46212121212121215,2
long division,0.3065656565656566,2
long drawn out,0.175,3
long dress,0.9090909090909092,2
long drink,0.625,2
long drink of water,0.7,4
long drop,0.5,2
long face,0.2,2
long finger,0.8999999999999999,2
long fly,0.6153846153846154,2
long for,0.25,2
long gone,0.475,2
long green,0.55,2
long hair,0.95,2
long haul,0.5540404040404041,2
long haul trucker,0.7083333333333334,3
long history,0.22727272727272718,2
long horse,0.6363636363636364,2
long hot summer,0.65,3
long hours,0.65,2
long in the tooth,0.34090909090909105,4
long iron,0.75,2
long johns,0.8,2
long jump,0.3077020202020202,2
long jumper,0.675,2
long lasting,0.32499999999999996,2
long list,0.590909090909091,2
long live,0.525,2
long lived,0.4772727272727273,2
long measure,0.32499999999999996,2
long meter,0.6363636363636364,2
long moment,0.4545454545454546,2
long nosed,0.525,2
long on,0.22499999999999998,2
long paddock,0.7,2
long pants,0.8125,2
long period,0.35,2
long pillow,0.8,2
long pole in the tent,0.8500000000000001,5
long pork,0.625,2
long row to hoe,0.32499999999999996,4
long run,0.9109848484848485,2
long s,0.375,2
long screwdriver,0.8999999999999999,2
long shot,0.8103535353535354,2
long sight,0.525,2
long since,0.30000000000000004,2
long sleeve,0.725,2
long stop,0.5454545454545454,2
long story short,0.025000000000000022,3
long suit,0.75,2
long tail,0.55,2
long term,0.8587121212121211,2
long term relationship,0.38636363636363635,3
long throw,0.575,2
long time,0.375,2
long time no hear,0.375,4
long time no see,0.5,4
long trousers,0.8999999999999999,2
long underwear,0.8999999999999999,2
long vac,0.525,2
long vacation,0.5972222222222222,2
long wave,0.5714285714285714,2
long way,0.5,2
long wearing,0.5,2
long weekend,0.31818181818181823,2
long winded,0.22499999999999998,2
long-chain molecule,0.838235294117647,2
long-distance,0.475,1
long-distance call,0.590909090909091,2
long-distance footpath,0.6,2
long-distance runner,0.8999999999999999,2
long-grain rice,0.925,2
long-handled spade,0.75,2
long-hours culture,0.2,2
long-lived,0.2954545454545454,1
long-playing record,0.7,2
long-range,0.33333333333333326,1
long-standing,0.30000000000000004,1
long-suffering,0.36363636363636365,1
long-term,0.36363636363636365,1
long-term memory,0.55,2
long-winded,0.22499999999999998,1
longcase clock,0.8500000000000001,2
longest journey starts with a single step,0.20833333333333331,7
longitudinal wave,0.65,2
longshore drift,0.575,2
longways dance,0.5454545454545454,2
loo paper,0.675,2
look a gift horse in the mouth,0.15000000000000002,7
look a sight,0.2,3
look after,0.6691919191919192,2
look ahead,0.42500000000000004,2
look alike,0.3964646464646464,2
look alive,0.42500000000000004,2
look and feel,0.5,3
look around,0.8758838383838383,2
look around for,0.42500000000000004,3
look aside,0.675,2
look askance,0.30000000000000004,2
look at,0.7,2
look at the big picture,0.22499999999999998,5
look away,0.475,2
look back,0.45075757575757575,2
look back on,0.22499999999999998,3
look backward,0.375,2
look bad,0.30000000000000004,2
look before you leap,0.22499999999999998,4
look daggers,0.30000000000000004,2
look daggers at,0.43181818181818177,3
look down,0.4,2
look down on,0.4545454545454546,3
look down one's nose,0.275,4
look down your nose at,0.35,5
look for,0.5227272727272727,2
look for a dog to kick,0.35,6
look for trouble,0.22499999999999998,3
look forward,0.694570707070707,2
look forward to,0.525,3
look here,0.475,2
look high and low,0.34090909090909105,4
look in,0.275,2
look in on,0.35,3
look into,0.6,2
look like,0.42500000000000004,2
look like a drowned rat,0.43181818181818177,5
look like a million bucks,0.275,5
look like a million dollars,0.07500000000000001,5
look like he was dragged through a knothole,0.125,8
look like something the cat dragged in,0.275,7
look no further,0.35,3
look off,0.275,2
look on,0.22727272727272718,2
look on as,0.275,3
look on the bright side,0.2,5
look on with,0.2727272727272727,3
look out,0.32297979797979803,2
look out for,0.33333333333333326,3
look out for no. 1,0.15000000000000002,5
look out for number one,0.15000000000000002,5
look out for oneself,0.34090909090909105,4
look out on,0.30000000000000004,3
look out over,0.484375,3
look out!,0.44999999999999996,2
look over,0.40909090909090895,2
look over your shoulder,0.375,4
look round,0.5,2
look round for,0.4558823529411765,3
look sharp,0.32499999999999996,2
look the other way,0.25,4
look the part,0.36111111111111116,3
look the picture,0.35,3
look the picture of health,0.4,5
look through,0.475,2
look through rose-tinted glasses,0.375,4
look to,0.32499999999999996,2
look to for,0.30000000000000004,3
look up,0.29659090909090907,2
look up from,0.42500000000000004,3
look up to,0.175,3
look upon,0.44999999999999996,2
look upon as,0.2,3
look what the cat dragged in,0.15000000000000002,6
look who's talking,0.32499999999999996,3
look-in,0.4,1
looking at,0.55,2
looking glass,0.825,2
looking on the bright side,0.29166666666666663,5
looking up,0.6818181818181818,2
looking-glass plant,0.7,2
lookout man,0.675,2
lookout station,0.8,2
loom large,0.22499999999999998,2
loony bin,0.36363636363636365,2
loony toons,0.4,2
loony tune,0.44999999999999996,2
loop gain,0.40909090909090895,2
loop knot,0.875,2
loop the loop,0.5227272727272727,3
loose box,0.675,2
loose cannon,0.8670454545454545,2
loose change,0.55,2
loose cover,0.42500000000000004,2
loose end,0.275,2
loose ends,0.2954545454545454,2
loose fitting,0.65,2
loose forward,0.31818181818181823,2
loose head,0.475,2
loose lip,0.20454545454545447,2
loose lipped,0.22727272727272718,2
loose lips sink ships,0.2,4
loose on,0.475,2
loose sentence,0.2,2
loose tongued,0.43181818181818177,2
loose upon,0.30000000000000004,2
loose woman,0.32499999999999996,2
loose-leaf,0.7749999999999999,1
loose-leaf binder,0.8,2
looseleaf paper,0.75,2
loosely knit,0.525,2
loosen the apron strings,0.35,4
loosen the purse strings,0.2954545454545454,4
loosen up,0.34090909090909105,2
looseness of the bowels,0.5,4
lop off,0.2954545454545454,2
lord chancellor,0.8,2
lord it over,0.13636363636363635,3
lord knows,0.2,2
lord lieutenant,0.6363636363636364,2
lord mayor,0.65,2
lord of lords,0.275,3
lord of the flies,0.42500000000000004,4
lord only knows,0.04999999999999999,3
Lord's Day,0.42500000000000004,2
Lord's Prayer,0.4,2
Lord's Supper,0.525,2
lorem ipsum,0.40909090909090895,2
lorenzo dressing,0.675,2
lorry driver,0.7749999999999999,2
Los Angeles,0.95,2
lose a family member,0.42500000000000004,4
lose caste,0.30000000000000004,2
lose control,0.8157828282828283,2
lose count,0.475,2
lose face,0.22499999999999998,2
lose favor,0.1875,2
lose ground,0.22499999999999998,2
lose him,0.375,2
lose it,0.5,2
lose my train of thought,0.23684210526315802,5
lose one's cool,0.04999999999999999,3
lose one's head,0.175,3
lose one's head if it wasn't attached,0.045454545454545525,7
lose one's life,0.5,3
lose one's marbles,0.267857142857143,3
lose one's mind,0.5,3
lose one's shirt,0.275,3
lose one's temper,0.44999999999999996,3
lose one's touch,0.20454545454545447,3
lose one's way,0.38636363636363635,3
lose oneself in,0.22727272727272718,3
lose out,0.375,2
lose out on,0.32499999999999996,3
lose out to,0.125,3
lose patience,0.2222222222222222,2
lose sight of,0.34090909090909105,3
lose sleep,0.35,2
lose the ball,0.44999999999999996,3
lose the number of one's mess,0.42500000000000004,6
lose the plot,0.125,3
lose the thread,0.275,3
lose time,0.20454545454545447,2
lose touch,0.2,2
lose track,0.32499999999999996,2
lose track of time,0.42500000000000004,4
lose value,0.09999999999999998,2
lose weight,0.6704545454545454,2
lose your appetite,0.36363636363636365,3
lose your cool,0.375,3
lose your head,0.22499999999999998,3
lose your marbles,0.13636363636363635,3
lose your mind,0.25,3
lose your nerve,0.25,3
lose your shirt,0.22727272727272718,3
lose your temper,0.5,3
lose your tongue,0.275,3
lose your touch,0.2,3
lose your train of thought,0.34090909090909105,5
losing it,0.15909090909090912,2
losing streak,0.4,2
loss adjuster,0.40909090909090895,2
loss adjustor,0.55,2
loss leader,0.42500000000000004,2
loss of consciousness,0.6,3
loss of face,0.275,3
loss of life,0.6,3
loss ratio,0.33333333333333326,2
lost and found,0.625,3
lost ball in high weeds,0.30000000000000004,5
lost cause,0.8090909090909091,2
lost errand,0.30000000000000004,2
lost in action,0.275,3
lost in admiration,0.15909090909090912,3
lost in contemplation,0.22499999999999998,3
lost in translation,0.22499999999999998,3
lost income,0.4,2
lost one's edge,0.25,3
lost property,0.6,2
lost property office,0.75,3
lost soul,0.07500000000000001,2
lost wages,0.35,2
lost weekend,0.22727272727272718,2
lost with all hands,0.18181818181818182,4
lost-and-found,0.375,1
lots more,0.44999999999999996,2
lots of,0.5394736842105263,2
lottery ball,0.825,2
lottery winner,0.7749999999999999,2
lotto ticket,0.8500000000000001,2
lotus eater,0.5,2
lotus flower,0.95,2
lotus position,0.7791666666666666,2
loud and clear,0.30000000000000004,3
loud hailer,0.6136363636363636,2
loud mouth,0.475,2
loud mouthed,0.375,2
loud pedal,0.675,2
loud speaker,0.875,2
loudspeaker system,0.7708333333333333,2
louis X,0.8,2
louisiana purchase,0.725,2
lounge about,0.40909090909090895,2
lounge around,0.42500000000000004,2
lounge bar,0.8,2
lounge car,0.75,2
lounge chair,0.5976010101010101,2
lounge lizard,0.525,2
lounge room,0.8500000000000001,2
lounge suit,0.8500000000000001,2
lounging jacket,0.95,2
lounging pajama,0.8392857142857142,2
lounging pyjama,0.8,2
louse fly,0.75,2
louse up,0.4027777777777778,2
louver door,0.725,2
louver window,0.7272727272727273,2
louvered window,0.8500000000000001,2
love affair,0.17626262626262626,2
love and hate,0.2,3
love apple,0.575,2
love at first sight,0.5454545454545454,4
love bite,0.625,2
love boat,0.31818181818181823,2
love bug,0.43181818181818177,2
love child,0.4545454545454546,2
love conquers all,0.15000000000000002,3
love feast,0.36363636363636365,2
love glove,0.475,2
love goggles,0.275,2
love grass,0.31818181818181823,2
love handle,0.475,2
love handles,0.725,2
love interest,0.375,2
love is blind,0.29166666666666663,3
love is where you find it,0.25,6
love knot,0.44999999999999996,2
love letter,0.7,2
love life,0.32499999999999996,2
love line,0.4,2
love lyric,0.6875,2
love makes the world go round,0.1875,6
love match,0.18181818181818182,2
"love me, love my dog",0.07500000000000001,5
love muscle,0.5192307692307693,2
love nest,0.31818181818181823,2
love of money is the root of all evil,0.022727272727272707,9
love potion,0.2954545454545454,2
love rat,0.2727272727272727,2
love seat,0.9174242424242425,2
love someone to bits,0.04999999999999999,4
love someone to pieces,0.175,4
love song,0.9411616161616161,2
love story,0.2954545454545454,2
love tap,0.475,2
love them and leave them,0.125,5
love them to pieces,0.13636363636363635,4
love thy neighbour as thyself,0.15909090909090912,5
love to bits,0.15909090909090912,3
love to death,0.2727272727272727,3
love toy,0.375,2
love tree,0.55,2
love triangle,0.4545454545454546,2
love will find a way,0.22499999999999998,5
love ya,0.2727272727272727,2
love you and leave you,0.22916666666666669,5
love-hate relationship,0.55,2
lovebirds,0.25,1
loved one,0.375,2
loved up,0.44999999999999996,2
loved-up,0.25,1
lover boy,0.42500000000000004,2
lovers' leap,0.35,2
lovey-dovey,0.30000000000000004,1
loving cup,0.55,2
low beam,0.8500000000000001,2
low blow,0.175,2
low clouds,0.75,2
low cost,0.55,2
low cost carrier,0.55,3
Low Countries,0.3076923076923077,2
low density,0.575,2
low frequency,0.6,2
low gear,0.5294117647058822,2
low hanging fruit,0.34090909090909105,3
low heat,0.55,2
low income,0.5454545454545454,2
low levels,0.42647058823529416,2
low life,0.4,2
low line,0.33333333333333326,2
low mass,0.7,2
low on the totem pole,0.20454545454545447,5
low pitch,0.75,2
low point,0.22499999999999998,2
low powered,0.575,2
low pressure,0.55,2
low pressure system,0.5227272727272727,3
low prices,0.65,2
low profile,0.5,2
low quality,0.5681818181818182,2
low relief,0.22499999999999998,2
low rider,0.65,2
low risk,0.8,2
low road,0.55,2
low season,0.22499999999999998,2
low slung,0.15909090909090912,2
low spirits,0.30000000000000004,2
low stakes,0.275,2
low status,0.5227272727272727,2
low temperature,0.65,2
low tide,0.43560606060606055,2
low vision,0.5681818181818182,2
low voice,0.8,2
low water,0.6458333333333333,2
low water mark,0.75,3
low-ball him,0.375,2
low-birth-weight baby,0.875,2
low-cal,0.29166666666666663,1
low-calorie diet,0.5,2
low-down,0.20454545454545447,1
low-enriched uranium,0.8125,2
low-fat diet,0.5694444444444444,2
low-fat milk,0.825,2
low-hanging fruit,0.375,2
low-key,0.275,1
low-level language,0.5454545454545454,2
low-lying,0.5,1
low-paid,0.625,1
low-pass filter,0.43181818181818177,2
low-salt diet,0.6818181818181818,2
low-water mark,0.65,2
lower berth,0.5,2
lower bound,0.30000000000000004,2
lower case,0.9410353535353535,2
lower chamber,0.6818181818181818,2
lower class,0.7421717171717173,2
lower classes,0.22499999999999998,2
lower court,0.75,2
lower deck,0.725,2
lower down,0.36111111111111116,2
lower ground floor,0.8636363636363635,3
lower house,0.575,2
lower jaw,0.9558823529411764,2
lower jawbone,0.8636363636363635,2
lower limit,0.35,2
lower one's sights,0.175,3
lower oneself,0.4545454545454546,2
lower orders,0.375,2
lower rank,0.5454545454545454,2
